UserId,ProductId,Rating,Timestamp
A39HTATAQ9V7YF,0205616461,5.0,1369699200
A3JM6GV9MNOF9X,0558925278,3.0,1355443200
A1Z513UWSAAO0F,0558925278,5.0,1404691200
A1WMRR494NWEWV,0733001998,4.0,1382572800
A3IAAVS479H7M7,0737104473,1.0,1274227200
AKJHHD5VEH7VG,0762451459,5.0,1404518400
A1BG8QW55XHN6U,1304139212,5.0,1371945600
A22VW0P4VZHDE3,1304139220,5.0,1373068800
A3V3RE4132GKRO,130414089X,5.0,1401840000
A327B0I7CYTEJC,130414643X,4.0,1389052800
A1BG8QW55XHN6U,130414643X,5.0,1372032000
AIFAAVTUYHEHB,130414643X,4.0,1378252800
AVOGV98AYOFG2,1304146537,5.0,1372118400
A22VW0P4VZHDE3,130414674X,5.0,1371686400
AVOGV98AYOFG2,1304168522,5.0,1372118400
A6R426V4J7AOM,1304168522,5.0,1373414400
A22VW0P4VZHDE3,1304174778,5.0,1372896000
AKGB62WGF35J8,1304174778,5.0,1372896000
A22VW0P4VZHDE3,1304174867,5.0,1373068800
A1BG8QW55XHN6U,1304174867,5.0,1372291200
A1BG8QW55XHN6U,1304174905,5.0,1372291200
A22VW0P4VZHDE3,1304196046,5.0,1372896000
A22VW0P4VZHDE3,1304196062,5.0,1372896000
A3A4C2K3TWDAO5,1304196070,1.0,1378425600
A3FV2Q7WPZMQPV,1304196135,5.0,1375488000
A22VW0P4VZHDE3,1304196135,5.0,1372896000
A1RXI3A1E99112,1304351475,5.0,1405296000
A26QL1FBQO9C0E,1304351475,5.0,1392076800
A19KEEVZYO1KO6,1304351475,4.0,1388707200
A1F6HRR58TQ2R0,1304351475,5.0,1394928000
AVQP6PO1NK0IJ,1304351475,1.0,1389657600
A32IWHU4TUEQZR,1304351475,4.0,1383523200
ASPJCWRXUOYYY,1304351475,5.0,1392681600
A1LAW520BT5AM0,1304351475,1.0,1392422400
A3SWQ2QQ7JBPFA,1304351475,5.0,1402790400
A2D7CPCZH5VFVZ,1304351475,1.0,1396742400
A274NIJWOQWE30,1304351475,5.0,1385251200
A2OMU0R0VM5O9I,1304351475,1.0,1397606400
A2YFDS6DYGFLVQ,1304351475,5.0,1405036800
AKA7T9TPISJ26,1304351475,1.0,1399680000
AN33X95J5460X,1304351475,4.0,1395187200
A2UEOW698J0SSR,1304351475,5.0,1397779200
A22ZFXQE8AWPEP,1304482596,1.0,1383177600
A6R426V4J7AOM,1304482596,5.0,1384992000
A9ZNJ2AXPO652,1304482634,2.0,1386028800
A169NC0ZW6XKRD,1304482685,3.0,1391558400
AZWRTJPN7NXT,1304482685,5.0,1383004800
A22ZFXQE8AWPEP,1304482685,1.0,1383177600
AH344ZAN5GNOM,1304482685,5.0,1391558400
A1YQUT1H2ENJ8U,1304482685,4.0,1383004800
A22VW0P4VZHDE3,1304482685,5.0,1384128000
A6R426V4J7AOM,1304488608,5.0,1384732800
A22ZFXQE8AWPEP,1304495396,1.0,1384992000
A6R426V4J7AOM,1304495396,5.0,1384992000
A3C744AK5A6MMI,1304495396,5.0,1385856000
A2H6SFTV2892Z8,1304511073,5.0,1384992000
A225CH9TTQPC4B,1304511073,1.0,1393891200
A2F6NPTGDMFXN9,1304511073,1.0,1385596800
A2H6SFTV2892Z8,1304511081,5.0,1384992000
A1DC0DSF3H3BCW,1304511081,3.0,1391817600
A3TR91FJ4MNFY9,1304511081,5.0,1391558400
A22ZFXQE8AWPEP,1304511111,1.0,1384992000
A3IANSH41YHFP1,1304511111,5.0,1389830400
A2NRG4NQMLHDJQ,1304511111,1.0,1385769600
A6R426V4J7AOM,130451112X,5.0,1383868800
A2H6SFTV2892Z8,1304511138,5.0,1384992000
A22ZFXQE8AWPEP,1304511138,1.0,1384992000
A32G79IU2NJ2HS,1304511138,1.0,1388188800
A2H6SFTV2892Z8,1304511146,5.0,1384992000
A3L2VTHD6W1E2Z,1304511146,2.0,1386201600
A3L2VTHD6W1E2Z,1304511154,1.0,1386201600
A1BG8QW55XHN6U,1304511154,5.0,1384732800
A2H6SFTV2892Z8,1304622193,5.0,1384992000
A22VW0P4VZHDE3,1304622193,5.0,1385856000
A2H6SFTV2892Z8,1304622223,5.0,1384992000
A6R426V4J7AOM,1304622428,5.0,1384992000
A15THVWZS6GQZY,1304622428,5.0,1388102400
A1BG8QW55XHN6U,1304622452,5.0,1385424000
A2H6SFTV2892Z8,1304622460,5.0,1384992000
A1VCW66KPTNUV8,1304622622,1.0,1385424000
AO5JB67V93FBL,1304622622,5.0,1388620800
A1GWD6BDCLGC82,1304622622,1.0,1388016000
AJ85OD05LNNUY,1304622657,2.0,1404172800
A1E5CS6UI1LWQF,1304622657,5.0,1390608000
A1SWCNGOR3GMOQ,1304622657,5.0,1393286400
A1BG8QW55XHN6U,1304622657,5.0,1385596800
A22ZFXQE8AWPEP,1304622665,1.0,1386028800
A22ZFXQE8AWPEP,1304624498,1.0,1385683200
A2IOZRH02O4C9S,1304624498,1.0,1392076800
A2H6SFTV2892Z8,1304624544,5.0,1384992000
A1RGXKJ4RFIOCX,1304624544,1.0,1394755200
A11OEJ4R1PDTLN,1304624544,1.0,1391385600
A22ZFXQE8AWPEP,1304651029,1.0,1386028800
A1BG8QW55XHN6U,1304651029,5.0,1385424000
A1BG8QW55XHN6U,1304651088,5.0,1385424000
A1BG8QW55XHN6U,130465110X,5.0,1385424000
A1BG8QW55XHN6U,1304651118,5.0,1385424000
A6R426V4J7AOM,1304651347,5.0,1385856000
A1BG8QW55XHN6U,1304665704,5.0,1385596800
AZ4FR14IPKML7,1304665720,5.0,1388966400
A251DS38L87XWF,1304665720,1.0,1391299200
A1BG8QW55XHN6U,1304665720,5.0,1385596800
A22ZFXQE8AWPEP,130466578X,1.0,1386028800
A1Z03R982SX8V2,1403790965,4.0,1389916800
A1ZY0K46FYOTB6,1403790965,5.0,1357603200
A3MAATZ091QZGE,1403790965,5.0,1372550400
A35XCJ5P6ZKRE9,1403790965,5.0,1340755200
A2B3YKKXVN28TW,1403790965,5.0,1385856000
A2RDR51FRB58LD,1403790965,5.0,1328918400
A2MSCG0YX85RL4,1403790965,5.0,1375833600
A2P8AUMTM6O605,1403790965,5.0,1403913600
A3SN6TKIXQI7RP,1403790965,5.0,1375488000
A1MLJHYS35C4X6,1403790965,5.0,1373414400
A2FTLN4PYZE7S6,1403790965,5.0,1403827200
ATPHIBSTV1NY5,1412759676,5.0,1356739200
A1QWS6V26JZ5OX,1412759676,5.0,1371340800
A1VK4ALI1QOF5U,1412759676,4.0,1356912000
A1GIXQUBPA0DPT,1412759676,5.0,1298246400
A22L53OZ7IDQX3,1412759676,5.0,1310774400
AAOU507M8SF9E,1412759676,5.0,1320019200
A2DIOCFQZQFD9O,1451646526,4.0,1331510400
A17Z7DO3IFHZOE,1457982633,5.0,1399593600
A120LZ9VNR3YI0,1572671203,3.0,1294617600
A39QH03VD9U048,1572671203,3.0,1373155200
A95YCV8FK2LCM,1572671203,4.0,1295395200
AP57TEKK91CIM,1572671203,5.0,1375833600
A3OQ3FVYBU7SBD,1879187396,5.0,1382400000
A2GDJP70RVLDKY,1906987238,5.0,1373068800
A2BQ8DVGEGWAFY,1929099886,4.0,1355011200
A2A0EW34FZH9Z7,1987958179,5.0,1394755200
A1D6UAVLQUS41B,3222000565,5.0,1381449600
A2VRUBSVHDDOU9,3222000565,5.0,1382486400
A276N142RFK6EF,3222000565,5.0,1404345600
A2HNQ3JHXDSVMW,322700075X,3.0,1361491200
ADURH4ZDRMZV6,3227001055,4.0,1369440000
AXVLSEEYTC4Z9,3227001055,1.0,1372809600
AGGXC77INUISD,3227001055,5.0,1405296000
A10REFE1TW3ZVT,3227001381,5.0,1350691200
A3M7ROZKQW6F69,3227001381,4.0,1351814400
A271KYL82709TY,3227001381,5.0,1382400000
A1OON4OPP58E26,3227001381,5.0,1372204800
A3COLQK8Y9V9A5,3227001381,5.0,1345680000
A28H0PAQPYKN94,3227001381,5.0,1371859200
AYI1LDJYGG0ZK,3227001381,4.0,1357257600
A3T5EYVSBN3QQX,3227001381,2.0,1363219200
A3E4N6O6WC8LEX,3227001381,5.0,1323216000
A30IURTQM5NNA4,3227001381,5.0,1376524800
A100GYE1W4OXZ8,3227001381,5.0,1372032000
A1ZWS1H6H06Y2J,3227001381,5.0,1342915200
A3BMQUL5QATQIW,3227001381,5.0,1368057600
AI5JNFT6YBQQY,3227001381,5.0,1362873600
A2H79ANDK766S1,3227001381,4.0,1404432000
A3LO1A9N0F0TXE,3227001381,5.0,1345507200
A2JYNUBR7H2W41,3227001381,5.0,1339027200
A2O9UKJ2FR0GZ4,3227001381,5.0,1389225600
A1O5Z4ZKPMHORQ,3227001381,5.0,1326499200
A366PG2T9L9VSW,3227001381,2.0,1373068800
A11AT6B3912DCU,3227001381,5.0,1356652800
A2RCLQ2PS3PN8H,3227001381,5.0,1384300800
A445U3NN5XBYK,3227001381,3.0,1374451200
A3GAMJUEB4A4J9,3227001381,5.0,1381363200
A7BCFTL2PU1NZ,3227001381,5.0,1359676800
A87X19PQJFYFA,3292000971,5.0,1371859200
A2F5SHIP4HF9,3292000971,5.0,1371254400
A305WEYT5UZKCZ,3292000971,5.0,1365724800
A2E8U0H25VGG3O,3423470476,1.0,1322438400
A2S1HDSZ0OGW1M,360211600X,5.0,1332028800
AFRE5F3MKUKME,360211600X,1.0,1392595200
A11Q1HQ84F8POH,4057362797,1.0,1327017600
A2CCV112TWLK7A,4057362843,5.0,1357084800
A2099WPFJKJKZC,4057362886,4.0,1377043200
A1T8YQ4FFMWQPC,4057362894,5.0,1387065600
AZLE2XFH3JUNG,4057362894,5.0,1367193600
A99JEK1Z8S1T0,4057362967,5.0,1404864000
A2OCBW6UQ8GS7L,4057363823,5.0,1252281600
AI6IXAB24N30W,4057363823,1.0,1264118400
AZLE2XFH3JUNG,4057368825,5.0,1367193600
A2GPHFP5QKF0CO,4057368825,2.0,1374192000
A2ZZ26N7K9BSFB,4057368825,5.0,1376956800
A1MID7V80H36FX,4057553908,2.0,1365724800
A10ZKDOZOSH219,4057553908,5.0,1347235200
A1CNSLLYW5A8YB,5297000963,5.0,1397433600
ARUSOE3CJ7TNF,5297000963,1.0,1395619200
A2Z9QP4MZ2HXCZ,5357954771,3.0,1376352000
ACZ94JB8BFMJ9,5357954771,5.0,1385251200
A36ZKFLSDE8WX5,5357954771,5.0,1270252800
AVCSVH9L0BPIF,5357954771,5.0,1341532800
A2VF4TALLW8G9,535795531X,5.0,1396915200
A3UFMKLD77O21S,535795531X,5.0,1302652800
A1QPQIJVS0JC5Y,535795531X,5.0,1235606400
A2UQZD76FKVQ6D,535795531X,5.0,1335225600
A1LNS0V7YBBJJE,535795531X,5.0,1359158400
A3B0M39TDARC6X,535795531X,5.0,1397347200
A1ZNOA9OHWIVMH,535795531X,5.0,1347321600
A15ELVI3I6G1SQ,535795531X,5.0,1329782400
A35ELDPD0N7T0U,535795531X,5.0,1354924800
A1B07LXV78TWZ,535795531X,5.0,1311724800
A29LZJWIY7KJZR,535795531X,5.0,1341532800
A13IIHXY0QX4Y4,535795531X,3.0,1356566400
